"date","Celebrities & Entertainment News","Entertainment Industry","Live Sporting Events","Ticket Sales","Web Portals","CAD & CAM","Automotive Industry","Bicycles & Accessories","Boats & Watercraft","Campers & RVs","Classic Vehicles","Commercial Vehicles","Custom & Performance Vehicles","Hybrid & Alternative Vehicles","Microcars & City Cars","Motorcycles","Off-Road Vehicles","Personal Aircraft","Scooters & Mopeds","Trucks & SUVs","Vehicle Brands","Vehicle Codes & Driving Laws","Vehicle Licensing & Registration","Vehicle Maintenance","Vehicle Parts & Accessories","Vehicle Shopping","Vehicle Shows","Beauty Pageants","Body Art","Cosmetic Procedures","Cosmetology & Beauty Professionals","Face & Body Care","Fashion & Style","Fitness","Hair Care","Spas & Beauty Services","Weight Loss","Advertising & Marketing","Aerospace & Defense","Agriculture & Forestry","Business Education","Business Finance","Business News","Business Operations","Business Services","Photo & Video Services","Chemicals Industry","Construction & Maintenance","HVAC & Climate Control","Energy & Utilities","Enterprise Technology","Hospitality Industry","Grocery & Food Retailers","Industrial Materials & Equipment","Manufacturing","Metals & Mining","Pharmaceuticals & Biotech","Printing & Publishing","Journalism & News Industry","Professional & Trade Associations","Retail Trade","Small Business","Textiles & Nonwovens","Transportation & Logistics","Computer Hardware","Computer Security","Consumer Electronics","Electronics & Electrical","Networking","Programming","Software","Web Apps & Online Tools","Technical Support","Technology News","Accounting & Auditing","Banking","Credit & Lending","Currencies & Foreign Exchange","Financial Planning","Grants & Financial Assistance","Insurance","Investing","Retirement & Pension","Alcoholic Beverages","Candy & Sweets","Cooking & Recipes","Culinary Training","Non-Alcoholic Beverages","Restaurants","Aging & Geriatrics","Alternative & Natural Medicine","Health Conditions","Health Education & Medical Training","Health Foundations & Medical Research","Health News","Medical Devices & Equipment","Medical Facilities & Services","Medical Literature & Resources","Men's Health","Mental Health","Nursing","Nutrition","Oral & Dental Care","Pediatrics","Pharmacy","Public Health","Reproductive Health","Substance Abuse","Vision Care","Women's Health","Antiques & Collectibles","Gifts & Special Event Items","Water Sports","Bed & Bath","Domestic Services","Gardening & Landscaping","Home Appliances","Home Furnishings","Home Improvement","Home Storage & Shelving","Homemaking & Interior Decor","Kitchen & Dining","Laundry","Nursery & Playroom","Pest Control","Swimming Pools & Spas","Yard & Patio","Communications Equipment","Email & Messaging","Mobile & Wireless","Search Engines","Service Providers","Teleconferencing","Web Services","Education","Jobs","Government","Legal","Military","Public Safety","Social Services","Broadcast & Network News","Gossip & Tabloid News","Local News","Newspapers","Politics","Sports News","Weather","World News","Apartments & Residential Rentals","Commercial & Investment Real Estate","Property Development","Property Inspections & Appraisals","Property Management","Real Estate Agencies","Real Estate Listings","Timeshares & Vacation Properties","Apparel","Auctions","Classifieds","Consumer Resources","Entertainment Media","Luxury Goods","Mass Merchants & Department Stores","Shopping Portals & Search Engines","Sporting Goods","Swap Meets & Outdoor Markets","Tobacco Products","Toys","Wholesalers & Liquidators","College Sports","Combat Sports","Extreme Sports","Fantasy Sports","Individual Sports","Motor Sports","Sports Coaching & Training","Team Sports","Winter Sports","World Sports Competitions","Air Travel","Bus & Rail","Car Rental & Taxi Services","Carpooling & Ridesharing","Cruises & Charters","Hotels & Accommodations","Luggage & Travel Accessories","Specialty Travel","Tourist Destinations","Travel Agencies & Services","Travel Guides & Travelogues"
2008-11-01,65,52,40,58,40,49,48,36,32,32,42,56,50,40,42,40,47,45,47,67,60,50,64,78,62,58,17,52,70,56,65,71,60,62,58,41,56,50,29,64,53,54,61,57,57,71,59,63,60,74,49,73,65,65,59,55,38,56,58,47,54,45,52,67,45,36,56,50,43,46,44,83,34,22,46,83,70,68,68,46,58,63,49,34,65,50,71,71,70,62,51,37,41,48,46,58,71,59,53,70,63,61,61,70,49,58,66,47,58,61,44,49,37,65,55,26,73,68,66,45,73,61,50,47,34,40,22,38,77,77,70,65,30,73,62,48,61,53,53,67,49,49,55,86,82,19,57,24,28,63,58,50,55,60,63,77,34,82,70,27,63,61,54,82,57,43,55,37,76,45,73,71,46,52,36,40,55,39,32,3,42,75,44,59,30,45,65,41,49,33,31
2008-12-01,66,48,37,59,41,40,40,30,28,25,39,50,49,31,39,39,45,43,39,61,59,44,61,64,52,53,14,67,67,49,57,72,57,61,57,45,48,43,24,63,39,47,53,47,51,84,51,53,50,71,44,73,66,53,48,47,28,52,71,39,50,38,49,60,47,36,64,43,41,41,47,81,28,20,47,92,67,69,61,38,41,59,46,38,63,55,77,73,70,56,46,32,36,45,40,49,60,48,49,63,54,46,51,73,50,49,61,43,51,55,42,70,32,60,50,19,71,58,57,43,67,64,51,43,32,41,18,37,81,77,68,66,30,69,51,38,51,47,50,61,42,39,52,79,78,12,55,22,24,56,49,40,46,52,54,68,34,84,69,25,63,67,57,85,57,41,59,37,78,39,58,72,41,44,35,29,43,35,44,3,38,73,43,62,29,43,72,38,49,30,28
2009-01-01,73,54,38,47,40,43,45,34,34,37,45,59,52,34,48,43,57,45,43,66,71,53,74,73,53,65,17,66,70,62,63,65,59,70,60,43,64,47,26,64,57,51,50,62,59,58,55,65,67,71,48,69,57,58,52,53,33,57,59,49,54,48,53,61,46,33,56,47,45,46,45,81,16,30,58,90,76,73,63,45,48,55,45,31,53,46,70,66,66,56,60,37,44,51,48,54,72,53,53,66,66,68,61,81,51,58,66,45,64,65,43,41,33,73,61,25,71,68,65,55,64,62,54,44,31,45,22,38,80,73,70,64,29,75,65,53,60,55,53,65,54,43,52,86,83,16,54,25,29,74,56,56,63,60,69,84,45,78,64,26,60,56,48,72,51,43,19,39,50,41,71,65,44,40,41,34,56,35,49,3,46,72,47,46,42,50,58,46,54,39,36
2009-02-01,69,64,41,44,43,46,46,35,32,35,44,55,47,32,49,45,52,46,47,69,75,60,75,70,54,68,15,53,63,59,69,68,62,64,61,43,58,47,26,64,52,51,53,58,58,53,56,61,55,68,51,67,53,62,54,53,35,55,57,46,54,45,54,61,41,31,49,47,40,44,41,82,0,28,60,88,74,69,63,47,43,56,47,31,53,44,60,63,64,63,57,37,40,54,48,55,72,53,50,67,67,65,62,78,49,57,66,43,64,66,42,51,36,68,59,29,61,61,65,53,60,53,55,45,31,42,25,38,80,77,71,62,28,72,60,53,57,56,56,68,58,39,55,93,85,14,53,24,26,66,61,58,63,61,68,78,42,77,63,27,57,51,46,68,53,46,19,35,47,41,68,63,40,44,37,33,75,37,38,3,44,66,49,51,38,48,53,42,53,34,34
2009-03-01,68,51,40,47,44,44,47,46,34,37,44,59,44,30,46,53,54,44,57,77,73,57,79,77,60,65,17,49,68,56,68,71,63,64,62,43,63,49,28,69,55,50,53,61,53,54,60,63,47,63,47,67,59,64,53,56,33,54,56,47,60,49,56,62,38,31,48,46,38,42,41,78,0,21,56,84,77,72,65,49,45,56,45,32,54,41,69,65,62,67,55,37,41,64,50,61,72,54,49,65,65,64,62,77,50,59,64,42,65,61,39,44,38,65,66,43,60,58,67,50,60,53,51,39,33,38,35,35,78,69,66,58,25,74,59,52,59,56,52,82,56,44,51,90,89,15,55,24,27,65,54,55,60,57,68,81,40,81,64,27,56,48,43,69,53,53,25,34,48,43,76,70,43,42,42,46,55,39,25,3,44,64,50,51,36,48,57,42,53,34,35
2009-04-01,60,44,41,38,43,40,40,61,36,34,48,55,47,36,45,64,55,42,62,64,63,55,72,77,62,57,12,46,62,52,60,64,57,55,56,44,63,40,23,64,47,47,46,52,46,48,56,57,39,54,43,65,54,59,46,48,31,49,59,39,52,41,45,56,33,27,41,40,35,37,35,70,0,20,48,84,69,60,58,42,40,48,41,29,52,40,52,61,56,53,50,37,38,45,41,52,62,45,50,56,60,60,59,71,44,54,64,37,61,59,32,44,36,50,60,54,53,46,60,42,47,47,46,30,40,37,51,31,72,65,62,54,22,60,52,43,56,48,49,62,45,38,47,82,85,13,56,29,30,58,50,47,54,54,55,70,36,72,52,25,50,44,40,63,43,62,25,34,36,37,69,61,44,49,45,55,47,38,14,4,39,63,47,55,29,47,53,37,52,28,34
2009-05-01,62,49,41,41,44,38,40,55,40,40,52,54,48,30,40,58,52,47,60,66,58,56,71,66,55,56,13,47,64,55,65,67,64,59,59,40,65,45,24,65,53,45,46,52,45,50,58,54,38,55,41,61,50,56,46,48,29,54,50,39,50,39,46,57,32,27,42,42,33,40,37,68,21,21,46,81,69,57,56,45,37,48,42,29,48,40,56,64,59,51,49,36,38,45,44,59,63,49,50,60,59,59,56,81,44,54,64,40,63,60,34,49,42,52,54,45,53,47,58,44,49,47,48,41,48,39,45,32,72,66,61,53,21,58,53,44,55,46,46,62,51,34,49,88,85,16,60,37,29,59,50,46,50,54,56,72,42,72,53,25,51,43,39,60,40,63,27,30,37,38,65,62,47,58,50,56,54,43,13,3,43,63,49,53,35,48,54,41,56,30,38
2009-06-01,72,44,37,43,45,39,42,56,42,46,49,56,45,32,39,59,52,43,60,69,60,57,76,68,56,59,15,51,68,56,65,68,52,56,62,40,63,44,25,66,54,48,45,54,48,56,58,60,42,55,44,65,50,58,47,51,31,52,54,45,54,42,47,64,33,26,42,42,34,41,38,71,0,25,41,83,72,62,57,55,40,47,42,30,49,40,59,59,58,57,51,35,41,49,47,52,71,50,48,59,59,62,59,80,45,54,65,42,65,61,33,44,48,57,61,40,56,49,58,50,50,49,56,37,48,42,41,33,75,72,62,57,21,62,57,48,56,50,52,64,51,46,52,92,93,23,59,38,49,63,53,47,50,55,60,77,48,68,59,26,52,47,42,64,45,61,26,37,42,36,65,70,49,47,54,51,57,36,14,4,48,60,54,55,42,54,62,41,58,38,40
2009-07-01,66,46,41,40,43,40,41,58,45,49,56,58,47,28,40,54,54,47,61,69,61,61,75,69,54,57,18,51,70,56,62,71,56,58,60,42,64,43,31,64,53,47,42,54,47,55,60,63,45,58,47,64,52,60,49,49,34,56,55,38,56,45,46,64,33,27,42,43,36,42,37,75,0,19,40,86,75,62,61,63,41,48,40,31,50,41,51,62,62,60,50,37,41,44,48,55,71,49,51,57,60,60,59,77,45,57,67,39,67,65,36,43,45,60,66,36,58,52,63,45,53,49,51,37,52,45,39,33,76,74,62,60,24,62,55,48,51,51,53,65,50,44,54,96,97,14,58,44,34,70,54,48,53,53,62,80,57,71,53,25,53,47,42,63,44,63,25,34,42,36,65,58,50,44,56,63,54,35,14,4,50,67,59,71,45,58,64,45,64,43,43
2009-08-01,65,45,45,39,43,40,38,56,45,50,50,59,47,31,38,56,51,51,62,66,57,54,72,63,52,57,25,62,70,52,61,65,54,54,61,41,62,42,23,62,54,43,39,50,47,59,53,58,39,53,43,60,49,55,47,48,30,49,51,40,53,41,45,60,34,26,44,39,34,38,37,69,0,18,38,83,68,58,55,57,39,46,36,34,47,43,59,59,60,55,51,33,42,42,46,50,65,47,49,57,60,57,56,75,44,52,63,38,63,67,33,40,48,62,58,35,59,51,58,48,53,48,56,41,50,45,36,31,76,69,58,58,21,59,51,46,51,46,49,62,47,37,53,94,89,18,64,35,29,66,52,49,51,53,60,79,50,69,52,26,53,48,39,59,42,61,27,36,43,38,66,59,48,49,51,52,51,43,14,6,46,67,52,60,42,54,64,42,56,36,41
2009-09-01,62,47,44,37,41,37,38,45,37,41,46,54,42,25,39,49,47,40,56,68,54,52,68,65,53,53,52,54,59,52,60,59,54,56,57,40,57,43,23,61,53,44,41,52,48,54,54,59,45,58,44,63,51,57,47,51,33,50,49,41,52,41,47,59,33,25,40,41,32,39,36,68,0,20,41,82,69,55,57,58,38,47,39,30,48,42,58,57,58,57,47,34,41,41,47,50,67,52,48,63,57,57,58,75,44,55,65,39,57,62,35,38,37,58,58,32,57,54,59,44,53,48,51,38,37,36,27,30,77,70,65,53,21,57,57,47,54,48,48,64,48,39,50,88,90,37,61,26,30,62,51,44,53,54,56,74,36,75,50,26,50,44,38,60,42,51,27,32,40,40,66,60,46,53,47,44,52,39,16,5,41,63,43,50,32,47,55,37,52,32,33
2009-10-01,61,47,40,45,47,40,38,35,31,32,41,53,39,26,42,42,40,37,46,64,56,53,62,71,61,53,29,47,61,53,60,68,56,55,56,41,59,44,25,65,51,44,41,54,50,53,53,57,54,54,47,61,54,56,48,48,30,50,53,40,54,41,54,55,33,28,41,41,35,45,37,71,0,18,42,81,64,54,57,47,41,48,40,30,51,43,59,59,60,54,50,33,39,43,45,52,67,51,48,56,60,58,61,76,45,55,65,40,58,59,37,37,33,60,53,30,60,58,59,47,60,49,55,39,34,35,22,31,74,70,59,54,21,56,56,48,52,46,49,60,49,40,49,84,84,14,58,22,37,59,52,45,52,52,51,70,32,78,47,26,52,48,38,67,43,41,31,34,48,40,73,66,46,52,37,42,47,37,20,6,40,60,38,54,30,43,50,35,49,27,31
2009-11-01,62,45,36,45,51,39,36,31,26,28,40,56,45,25,39,36,40,37,40,64,55,50,60,63,51,47,35,52,59,52,58,68,56,55,56,38,62,42,23,65,51,48,41,55,50,63,53,58,48,57,47,67,59,56,46,46,31,50,53,36,52,42,54,57,36,27,48,44,35,44,40,74,0,19,43,83,65,54,59,43,52,46,44,31,60,46,59,66,62,62,52,39,36,46,54,55,67,61,50,67,59,60,61,96,47,58,69,39,59,65,39,44,31,62,53,25,65,61,56,45,66,53,53,36,30,34,20,33,77,69,64,56,22,59,56,46,52,48,46,62,47,41,50,87,90,14,58,17,30,54,55,45,55,49,49,69,28,75,51,23,53,49,46,65,43,39,52,33,66,44,66,61,40,47,32,36,44,39,24,5,38,59,35,48,31,40,54,32,43,28,26
2009-12-01,65,41,36,46,49,35,30,26,24,22,35,44,39,25,35,32,37,39,32,51,49,43,52,60,48,46,35,50,58,43,52,69,52,49,54,40,51,35,20,57,40,38,34,46,44,69,42,48,44,50,41,67,61,45,37,39,24,43,50,31,49,38,43,57,35,25,50,37,31,37,36,77,0,16,37,79,55,51,53,32,34,43,38,33,54,51,62,64,61,55,39,30,31,35,36,44,54,40,45,54,50,45,52,70,42,44,59,34,54,54,36,60,26,53,49,20,58,52,49,41,55,51,47,36,29,34,17,29,75,73,58,53,22,52,43,34,42,40,46,57,37,43,49,82,83,11,53,25,29,45,42,33,45,48,42,59,28,77,46,19,51,53,48,65,45,36,50,33,63,36,52,60,39,41,30,34,36,32,34,5,35,61,35,58,26,36,62,32,44,24,24
2010-01-01,63,45,35,35,55,33,35,26,27,30,38,48,41,26,33,35,43,35,34,66,52,45,57,56,45,47,59,47,61,56,56,63,53,59,48,39,70,39,24,59,46,44,39,58,46,49,46,54,49,56,41,59,49,51,42,44,27,44,52,38,49,43,50,56,35,25,44,41,33,38,38,73,0,27,48,81,64,55,60,46,37,44,40,27,46,39,61,62,55,57,47,33,37,41,44,51,62,50,47,58,56,62,55,72,43,49,65,37,59,60,36,35,28,60,57,21,59,58,53,47,54,51,49,48,26,39,19,30,72,66,58,51,23,53,53,44,48,45,49,58,47,43,53,86,89,11,57,32,34,60,49,44,55,58,51,70,37,76,43,22,50,44,43,58,39,33,17,30,40,37,59,56,43,38,31,34,46,32,44,5,41,65,39,37,38,45,46,38,50,31,30
2010-02-01,58,47,40,33,51,42,35,29,26,32,37,48,40,24,39,37,40,37,34,64,54,45,58,59,43,53,63,45,61,53,57,66,53,56,55,37,62,41,25,62,49,46,38,56,47,45,48,54,44,55,45,61,53,55,45,47,28,47,55,34,49,42,48,55,33,22,38,41,34,36,36,68,0,26,49,77,64,55,54,52,40,45,41,27,46,38,56,57,59,50,47,32,35,42,48,52,63,49,47,57,57,57,57,82,41,51,63,36,59,63,36,41,35,60,56,25,53,56,53,52,55,46,43,44,26,36,22,30,73,63,54,50,22,54,54,48,49,47,47,57,50,41,49,91,88,12,60,26,31,57,46,46,53,53,49,71,35,74,41,22,46,41,42,54,41,36,19,30,41,35,62,53,39,49,29,36,47,36,42,26,39,61,38,43,36,44,46,35,47,30,29
2010-03-01,56,56,38,31,54,36,37,42,28,32,37,54,42,25,43,47,42,40,45,63,55,48,63,64,52,53,70,45,63,51,59,64,52,54,59,41,70,41,24,65,51,43,38,55,47,44,50,56,39,56,45,64,52,59,45,51,26,47,53,35,55,43,49,56,30,22,38,41,33,38,33,67,0,21,46,79,60,54,56,47,34,43,40,28,45,38,53,52,57,54,47,33,33,39,47,53,64,50,46,54,57,61,58,64,42,53,60,38,56,61,36,38,30,55,59,37,51,53,54,48,54,44,47,38,30,34,33,29,70,61,54,48,20,52,50,47,49,45,47,59,47,42,46,94,83,12,60,25,27,53,47,43,56,49,49,71,32,71,40,25,47,41,36,56,40,46,20,29,37,39,61,63,41,53,35,52,46,35,22,7,36,58,40,41,32,46,47,34,44,29,29
2010-04-01,53,41,37,28,57,36,36,50,30,32,36,54,48,28,40,52,45,39,51,66,53,48,65,66,51,49,62,42,58,50,54,61,48,54,55,40,64,40,24,62,45,42,36,51,45,41,50,53,33,52,43,59,48,57,43,48,25,43,49,34,53,38,47,62,27,21,35,38,29,37,32,71,0,21,42,76,64,52,50,39,33,45,36,27,44,37,51,53,52,50,46,32,34,38,44,50,62,48,43,58,53,57,53,72,40,50,60,35,56,59,28,38,31,49,57,46,47,42,52,46,45,42,47,38,33,32,43,28,71,57,51,43,20,47,47,40,49,41,48,57,44,42,47,84,85,12,58,23,36,52,51,42,51,47,46,68,30,69,38,24,46,37,35,52,39,53,23,29,31,35,68,54,39,51,40,46,43,40,13,6,47,55,40,45,31,40,39,32,46,24,29
2010-05-01,55,56,37,30,65,33,33,45,33,38,43,51,40,25,36,47,50,38,47,63,49,46,60,59,47,48,72,47,59,50,54,64,53,50,56,38,63,40,23,62,50,41,39,52,41,43,48,54,35,54,42,58,49,52,41,51,26,42,52,33,50,39,47,55,26,19,36,38,29,34,31,66,0,21,40,78,62,64,51,39,32,50,36,28,46,37,53,52,55,51,46,30,34,40,43,45,60,49,47,56,53,58,53,73,41,48,61,36,57,65,30,41,36,50,54,40,48,45,53,42,47,41,49,34,40,35,38,27,67,59,52,44,17,47,49,41,49,40,46,56,41,40,45,82,87,15,59,32,39,53,46,43,48,47,49,70,35,70,38,26,47,37,37,53,39,52,23,28,33,33,55,56,42,45,42,56,48,39,11,15,42,51,42,42,33,42,46,33,48,27,31
2010-06-01,56,42,32,25,71,32,33,43,34,36,42,49,33,25,33,47,34,38,45,62,46,47,60,57,44,44,70,47,55,49,51,61,47,49,52,37,60,37,21,60,49,41,35,51,42,44,52,52,37,48,43,56,48,49,42,49,23,42,53,38,51,37,44,54,25,19,35,37,27,35,29,64,10,28,36,76,62,56,47,48,31,40,36,26,45,34,44,54,51,50,43,33,35,37,41,48,59,46,46,53,51,53,52,70,38,49,57,34,58,58,28,34,37,48,54,35,44,39,53,44,44,38,43,33,45,37,38,27,69,61,52,44,19,45,49,39,48,41,42,58,40,43,48,84,92,13,73,33,36,52,42,40,46,47,46,69,36,66,32,27,45,36,37,51,36,51,20,29,31,33,58,49,39,38,40,40,46,53,11,100,39,52,39,37,32,43,47,38,47,26,30
2010-07-01,58,37,32,28,50,30,33,45,39,37,42,46,39,24,35,44,41,38,46,62,47,48,58,59,42,48,69,40,63,48,53,61,47,48,54,37,55,35,21,54,45,38,32,49,40,43,45,56,52,47,40,59,45,55,41,47,26,40,49,31,49,36,42,55,25,18,33,34,26,32,28,59,0,19,34,75,59,54,47,50,31,40,34,27,42,34,44,54,54,51,43,30,34,33,41,43,59,43,42,48,51,50,51,72,38,45,59,34,57,58,27,34,38,48,55,32,49,41,54,44,43,39,43,40,46,51,33,26,70,65,49,44,18,45,46,39,44,41,43,54,38,37,47,86,86,11,58,42,29,56,44,39,45,45,46,69,45,61,38,28,46,37,36,55,36,50,21,31,33,33,50,48,41,37,42,42,45,38,11,25,40,56,45,42,35,48,51,37,54,32,34
2010-08-01,57,41,38,31,50,30,32,42,36,43,47,52,38,23,34,42,43,39,45,63,49,47,61,61,45,50,66,60,59,47,53,61,46,50,53,36,53,36,21,56,44,37,32,47,42,47,47,51,36,50,39,57,45,48,40,49,24,40,48,30,50,36,49,55,27,19,35,35,28,32,29,62,0,16,33,72,61,50,48,49,33,40,34,27,42,39,55,55,53,48,42,30,36,35,38,45,59,43,41,51,52,53,52,71,38,48,57,34,54,57,31,33,34,59,55,30,50,48,53,43,47,40,48,41,38,36,29,28,66,66,52,46,17,44,45,39,44,41,44,54,36,38,46,84,84,10,63,33,29,58,45,41,45,47,48,76,42,65,37,31,46,40,36,51,35,47,22,31,36,33,55,49,45,45,38,41,44,36,13,4,40,56,39,45,38,48,60,36,54,31,32
2010-09-01,50,39,37,30,47,33,31,33,29,34,38,46,37,22,36,38,39,38,41,62,47,44,55,56,43,45,69,44,56,45,55,55,44,48,50,34,53,36,21,55,48,38,35,47,44,43,46,51,41,50,41,59,46,50,41,49,24,42,48,32,50,37,47,54,26,18,34,36,28,32,28,57,0,19,35,69,59,47,49,50,31,38,33,27,42,36,47,51,53,47,43,29,33,34,39,47,57,48,45,54,50,47,51,67,39,51,54,36,53,57,32,32,31,54,55,27,50,46,50,38,46,41,48,35,32,31,22,25,66,65,53,45,18,45,48,41,48,40,41,56,39,39,41,82,80,12,61,22,31,55,41,40,47,45,44,70,30,70,37,30,45,38,36,54,39,38,22,29,36,31,55,55,42,50,36,40,43,36,13,4,37,54,36,38,30,42,48,31,44,26,26
2010-10-01,51,38,42,31,46,32,30,29,24,28,34,44,34,21,37,34,34,40,34,60,47,40,53,59,48,42,56,42,52,44,46,57,45,49,49,33,53,36,22,54,47,35,31,45,41,39,44,48,42,49,39,56,48,49,40,51,22,39,46,29,47,36,45,50,26,17,33,35,27,31,27,57,0,18,33,70,56,49,46,42,31,38,31,26,44,39,48,52,53,46,40,30,33,31,34,44,59,47,41,50,49,48,51,70,37,45,54,34,51,55,29,31,26,50,49,25,49,48,48,43,48,40,43,33,31,32,19,25,68,59,50,42,18,42,44,37,43,37,38,53,36,44,42,75,77,13,59,19,34,48,41,36,46,40,41,64,25,71,36,29,43,37,34,53,35,33,25,28,39,32,58,59,46,45,31,38,38,34,15,3,34,56,32,39,27,35,42,29,41,24,23
2010-11-01,53,40,35,34,47,31,32,24,22,23,33,45,35,21,37,29,33,35,30,58,46,43,52,55,47,41,53,41,51,45,52,59,46,49,51,32,53,36,22,56,41,38,37,50,41,51,46,51,41,55,43,59,50,48,43,49,23,39,48,29,48,37,45,51,26,17,35,40,29,33,29,61,0,18,34,72,57,48,47,37,41,44,35,27,49,37,44,59,56,47,40,29,29,38,36,45,57,49,40,54,49,52,56,63,38,47,50,36,52,57,42,37,24,54,47,21,52,52,51,43,56,45,46,35,26,29,17,26,68,63,52,44,18,44,46,37,45,41,39,53,36,46,43,80,77,13,59,20,31,46,39,33,44,41,41,61,23,74,38,30,48,41,39,57,39,33,45,27,53,30,59,55,44,43,26,45,41,34,20,3,32,54,32,39,25,33,43,26,37,21,21
2010-12-01,55,33,30,35,43,27,25,19,19,18,27,38,32,19,30,27,36,33,23,59,41,39,44,52,41,37,42,46,47,38,46,61,44,42,48,33,43,31,21,51,34,32,31,39,38,56,35,42,39,51,37,62,55,40,34,35,18,37,45,25,41,32,41,61,27,17,37,31,27,29,27,55,0,14,31,69,50,43,42,26,28,39,30,28,49,45,53,59,56,41,35,26,25,29,29,37,49,36,39,47,45,38,49,63,37,38,52,31,47,53,30,48,22,50,42,19,50,44,42,37,45,45,41,33,24,29,19,24,68,65,51,44,17,41,39,31,40,35,36,50,30,42,43,79,78,12,56,38,29,40,37,29,37,40,35,54,21,74,34,27,46,44,42,60,39,28,38,28,53,28,44,48,39,37,23,23,36,29,33,2,38,71,34,38,23,29,50,25,38,19,19
2011-01-01,76,50,35,37,45,36,37,32,34,38,40,54,38,26,40,37,53,39,41,69,60,44,66,70,51,53,34,46,64,82,56,69,66,70,60,44,73,40,24,65,41,47,43,53,52,51,54,57,50,67,43,70,58,57,47,49,24,45,49,37,52,41,58,61,35,20,46,43,37,36,33,74,0,26,47,87,66,57,59,40,41,56,38,32,52,48,72,71,70,60,54,38,40,41,43,54,76,53,46,66,64,65,68,77,48,49,62,45,66,59,45,35,32,75,64,25,68,74,64,45,63,60,51,43,31,43,24,33,70,74,59,60,22,55,51,47,50,47,45,61,51,35,52,84,72,13,57,26,26,67,49,52,51,58,57,78,43,86,44,44,59,49,43,64,36,41,23,36,46,33,63,55,53,48,38,32,47,39,43,3,44,70,41,43,47,48,58,44,53,37,34
2011-02-01,71,58,39,37,48,33,38,37,30,37,46,57,40,29,41,41,43,39,43,68,59,46,67,70,58,56,28,46,62,57,61,71,57,63,66,42,70,40,24,65,41,45,42,52,50,48,53,63,46,74,43,66,55,61,50,52,26,49,52,36,53,40,58,60,32,19,39,42,34,37,32,66,0,27,46,83,63,54,57,40,39,52,39,30,52,46,55,66,69,59,54,37,40,43,41,54,75,51,46,66,67,63,68,76,48,51,62,42,63,55,41,44,32,69,62,30,61,63,63,45,57,53,46,38,30,40,28,31,69,68,57,55,21,55,51,47,50,47,46,59,47,38,47,82,73,16,61,22,31,67,50,52,51,57,54,77,37,89,46,45,58,45,43,60,36,45,24,35,44,32,65,59,42,49,37,38,48,40,34,3,38,72,41,41,40,43,56,37,53,35,32
2011-03-01,72,45,37,35,54,31,38,49,29,37,41,58,40,32,44,49,49,38,57,69,61,48,69,73,61,55,27,42,57,56,55,70,54,61,64,42,68,40,24,67,43,41,44,49,48,46,55,60,44,87,42,68,56,57,48,52,24,47,51,34,54,36,62,60,30,18,36,42,30,34,31,82,0,21,40,84,60,52,53,38,37,52,35,30,55,44,54,66,68,56,51,35,37,39,38,54,71,47,45,62,60,62,64,68,48,53,57,41,64,51,38,36,30,61,65,45,57,56,64,43,54,49,43,39,30,36,42,29,65,68,61,52,18,50,48,44,54,46,47,57,44,71,55,86,80,24,58,22,32,63,48,47,48,51,54,73,34,82,45,47,57,39,38,61,35,54,26,33,43,31,68,65,42,48,41,41,44,39,24,3,38,71,40,49,32,42,57,33,50,26,31
2011-04-01,69,40,33,32,47,31,33,62,31,37,44,54,40,30,39,56,49,35,60,61,59,48,67,76,57,52,22,40,63,54,58,65,49,58,61,42,76,36,21,65,37,40,36,43,41,43,53,54,36,60,39,67,55,53,43,47,22,41,39,27,54,33,51,57,27,17,34,37,30,33,28,68,0,15,34,81,56,52,53,31,32,45,33,30,57,44,46,61,61,52,48,32,32,36,36,49,61,41,43,55,52,56,56,62,41,43,55,38,58,49,32,38,32,52,65,50,54,48,60,38,46,46,44,35,35,38,55,26,60,60,56,50,17,48,42,38,49,41,41,52,38,38,46,75,70,12,60,29,22,55,45,44,44,42,49,67,34,80,41,47,54,39,35,57,32,65,30,34,41,30,65,56,45,49,47,49,46,40,14,3,38,65,40,59,32,41,55,34,52,26,33
2011-05-01,72,61,33,30,46,32,36,61,37,42,49,57,43,32,39,56,53,39,60,64,57,48,68,71,51,52,20,40,64,58,59,71,51,61,62,38,76,40,22,62,63,43,38,52,45,46,58,58,39,62,43,71,57,59,48,54,27,44,46,41,54,36,54,60,28,16,35,41,30,36,30,77,0,17,43,83,61,54,58,37,35,49,39,34,53,43,48,66,65,56,53,38,35,41,42,52,70,48,47,64,61,62,60,69,44,51,58,44,59,54,35,44,46,60,64,45,52,48,62,41,47,47,41,37,51,43,50,27,66,65,61,50,19,49,48,43,47,47,44,63,42,38,49,82,75,14,53,38,26,61,46,45,48,50,51,75,39,82,43,48,57,41,39,66,34,67,28,39,39,32,61,54,47,44,51,57,50,41,14,4,42,69,46,58,37,43,63,36,55,30,36
