"date","Celebrities & Entertainment News","Entertainment Industry","Live Sporting Events","Ticket Sales","Web Portals","CAD & CAM","Automotive Industry","Bicycles & Accessories","Boats & Watercraft","Campers & RVs","Classic Vehicles","Commercial Vehicles","Custom & Performance Vehicles","Hybrid & Alternative Vehicles","Microcars & City Cars","Motorcycles","Off-Road Vehicles","Personal Aircraft","Scooters & Mopeds","Trucks & SUVs","Vehicle Brands","Vehicle Codes & Driving Laws","Vehicle Licensing & Registration","Vehicle Maintenance","Vehicle Parts & Accessories","Vehicle Shopping","Vehicle Shows","Beauty Pageants","Body Art","Cosmetic Procedures","Cosmetology & Beauty Professionals","Face & Body Care","Fashion & Style","Fitness","Hair Care","Spas & Beauty Services","Weight Loss","Advertising & Marketing","Aerospace & Defense","Agriculture & Forestry","Business Education","Business Finance","Business News","Business Operations","Business Services","Photo & Video Services","Chemicals Industry","Construction & Maintenance","HVAC & Climate Control","Energy & Utilities","Enterprise Technology","Hospitality Industry","Grocery & Food Retailers","Industrial Materials & Equipment","Manufacturing","Metals & Mining","Pharmaceuticals & Biotech","Printing & Publishing","Journalism & News Industry","Professional & Trade Associations","Retail Trade","Small Business","Textiles & Nonwovens","Transportation & Logistics","Computer Hardware","Computer Security","Consumer Electronics","Electronics & Electrical","Networking","Programming","Software","Web Apps & Online Tools","Technical Support","Technology News","Accounting & Auditing","Banking","Credit & Lending","Currencies & Foreign Exchange","Financial Planning","Grants & Financial Assistance","Insurance","Investing","Retirement & Pension","Alcoholic Beverages","Candy & Sweets","Cooking & Recipes","Culinary Training","Non-Alcoholic Beverages","Restaurants","Aging & Geriatrics","Alternative & Natural Medicine","Health Conditions","Health Education & Medical Training","Health Foundations & Medical Research","Health News","Medical Devices & Equipment","Medical Facilities & Services","Medical Literature & Resources","Men's Health","Mental Health","Nursing","Nutrition","Oral & Dental Care","Pediatrics","Pharmacy","Public Health","Reproductive Health","Substance Abuse","Vision Care","Women's Health","Antiques & Collectibles","Gifts & Special Event Items","Water Sports","Bed & Bath","Domestic Services","Gardening & Landscaping","Home Appliances","Home Furnishings","Home Improvement","Home Storage & Shelving","Homemaking & Interior Decor","Kitchen & Dining","Laundry","Nursery & Playroom","Pest Control","Swimming Pools & Spas","Yard & Patio","Communications Equipment","Email & Messaging","Mobile & Wireless","Search Engines","Service Providers","Teleconferencing","Web Services","Education","Jobs","Government","Legal","Military","Public Safety","Social Services","Broadcast & Network News","Gossip & Tabloid News","Local News","Newspapers","Politics","Sports News","Weather","World News","Apartments & Residential Rentals","Commercial & Investment Real Estate","Property Development","Property Inspections & Appraisals","Property Management","Real Estate Agencies","Real Estate Listings","Timeshares & Vacation Properties","Apparel","Auctions","Classifieds","Consumer Resources","Entertainment Media","Luxury Goods","Mass Merchants & Department Stores","Shopping Portals & Search Engines","Sporting Goods","Swap Meets & Outdoor Markets","Tobacco Products","Toys","Wholesalers & Liquidators","College Sports","Combat Sports","Extreme Sports","Fantasy Sports","Individual Sports","Motor Sports","Sports Coaching & Training","Team Sports","Winter Sports","World Sports Competitions","Air Travel","Bus & Rail","Car Rental & Taxi Services","Carpooling & Ridesharing","Cruises & Charters","Hotels & Accommodations","Luggage & Travel Accessories","Specialty Travel","Tourist Destinations","Travel Agencies & Services","Travel Guides & Travelogues"
2008-11-01,46,32,30,61,35,38,93,35,28,32,44,55,40,38,48,38,56,45,36,58,45,58,40,43,53,51,27,17,52,55,65,42,52,51,47,51,63,48,27,47,54,51,30,50,53,71,47,49,45,62,50,49,34,49,42,56,35,47,45,50,45,50,56,56,39,24,52,42,34,32,44,73,0,11,23,78,60,73,51,40,53,56,54,54,46,58,67,57,47,52,59,30,53,44,38,38,64,73,54,52,69,51,54,58,58,52,54,54,58,61,48,44,16,52,50,21,58,50,54,48,48,51,53,55,32,17,24,38,80,82,56,64,54,43,58,57,66,53,50,62,37,80,40,47,68,24,60,28,57,47,35,33,46,47,41,53,38,62,61,75,76,54,21,65,41,47,47,48,65,70,64,48,20,40,29,38,67,47,31,2,42,49,35,44,34,37,46,42,40,41,43
2008-12-01,58,35,27,82,37,35,100,36,28,31,42,54,39,41,55,39,67,45,35,62,46,59,43,43,58,50,22,21,58,53,62,48,56,55,46,62,62,46,25,44,52,49,26,48,54,79,46,45,46,59,49,49,36,54,42,51,36,51,44,47,47,47,52,66,45,29,63,42,36,34,48,78,0,12,24,87,73,65,52,44,56,52,58,65,59,60,70,57,48,44,59,28,54,38,30,39,60,77,57,47,70,44,55,55,61,47,55,54,58,62,50,62,18,57,49,21,64,49,53,50,49,60,55,54,30,17,22,43,83,77,58,67,56,44,55,58,49,52,52,65,40,61,41,66,66,7,60,47,47,48,33,32,46,50,40,52,45,72,69,74,84,63,25,81,52,56,45,51,77,71,51,54,23,29,31,32,79,47,43,2,51,55,42,50,38,38,55,47,42,47,41
2009-01-01,50,45,23,68,39,39,50,36,31,38,50,56,43,37,48,38,72,50,29,60,45,64,47,44,51,54,42,31,59,61,59,41,52,68,47,55,87,50,26,43,59,48,28,56,55,63,47,50,47,63,51,46,31,55,44,51,43,49,45,51,44,55,57,60,42,27,46,41,38,37,46,77,0,15,52,86,74,64,55,61,58,49,62,54,42,49,73,52,49,48,67,30,56,43,34,42,67,81,59,44,78,60,59,60,59,70,56,53,62,64,48,40,18,56,49,21,57,50,53,51,60,48,55,63,28,17,20,40,84,72,54,66,59,43,63,69,61,54,53,64,40,72,41,72,65,9,61,39,43,58,42,36,52,55,45,63,57,55,61,79,68,57,21,47,48,44,44,49,45,55,45,47,26,15,32,40,63,45,42,2,50,48,38,47,50,43,44,49,47,54,46
2009-02-01,60,63,19,63,37,43,50,37,35,41,46,59,41,37,53,42,60,52,32,58,47,61,43,46,51,53,40,18,60,64,65,40,51,61,46,59,74,51,26,47,55,49,36,57,57,60,51,49,42,61,52,49,29,53,46,54,42,49,43,49,44,55,55,59,40,25,42,43,37,37,45,76,0,11,66,87,74,63,53,67,57,48,62,48,46,46,70,53,52,45,64,31,55,49,39,41,71,81,57,52,75,56,61,61,58,68,58,61,67,63,45,47,35,53,50,27,51,46,54,44,51,43,52,53,31,19,23,40,84,68,54,63,62,48,59,65,61,57,53,66,43,57,47,53,67,6,58,37,42,54,40,34,54,52,46,65,53,53,59,83,65,51,21,44,38,45,45,51,42,49,43,45,26,18,34,56,54,42,34,2,45,48,41,47,47,43,39,50,47,51,49
2009-03-01,59,34,20,73,39,40,59,42,38,44,47,63,41,39,51,47,56,50,33,58,48,66,47,45,52,53,38,17,61,59,67,40,52,58,49,55,66,49,28,54,57,51,32,59,56,62,51,49,40,64,51,49,29,53,47,54,41,49,46,53,43,56,54,58,37,26,39,44,35,36,45,75,0,12,52,84,74,63,54,57,59,54,64,48,39,46,64,50,48,50,63,31,59,50,39,40,70,83,57,52,73,57,59,66,57,57,57,56,64,64,44,40,19,51,51,39,51,46,54,46,44,41,49,53,36,22,32,40,87,68,54,64,58,44,59,63,53,53,53,69,42,57,45,56,66,6,71,35,45,56,38,35,54,52,47,65,51,54,60,84,64,51,22,41,38,47,54,64,39,47,57,45,24,26,35,48,52,47,25,2,48,48,44,46,46,44,40,51,49,49,53
2009-04-01,50,31,24,74,39,40,62,45,41,45,47,66,40,43,51,51,52,48,38,59,51,70,47,48,54,51,35,29,60,61,64,41,50,59,50,56,67,50,26,58,55,49,29,58,56,63,52,52,43,63,52,50,31,56,44,53,39,51,50,50,45,51,54,60,38,27,42,45,35,37,44,76,0,11,54,87,70,58,54,55,55,49,60,49,42,48,62,55,48,51,61,35,56,52,36,44,70,85,60,54,75,56,57,67,59,61,58,59,62,63,41,48,17,47,55,51,48,42,51,43,43,43,47,47,48,28,41,41,87,69,54,59,57,45,62,60,51,54,52,70,40,57,46,50,65,6,65,36,52,57,39,34,53,54,52,63,48,56,54,86,65,48,21,39,37,49,61,64,38,48,36,49,23,24,41,53,54,50,14,2,45,49,43,49,45,43,41,50,51,46,51
2009-05-01,50,30,21,70,38,36,68,46,46,49,46,60,40,38,40,50,47,45,37,58,50,62,41,50,51,48,35,27,58,58,63,40,47,55,49,54,64,46,26,50,47,43,22,46,52,64,47,47,45,59,46,48,29,47,42,48,34,46,43,45,42,46,50,57,34,20,36,38,32,34,38,68,0,10,24,76,61,57,45,46,51,40,45,49,37,42,64,50,50,45,56,32,55,41,32,38,62,77,56,46,68,50,52,61,53,51,53,51,58,60,40,49,19,46,55,52,48,40,52,39,43,38,49,47,57,38,44,37,87,68,48,55,52,41,54,58,45,48,51,59,38,48,43,44,61,5,54,32,44,55,35,31,51,52,45,61,48,50,49,81,62,47,20,38,35,49,66,49,35,49,26,45,23,19,40,56,47,45,10,2,45,46,42,47,42,41,39,52,51,44,45
2009-06-01,52,30,20,71,39,32,58,47,49,49,44,60,36,37,41,48,43,46,36,57,47,62,48,48,51,51,34,18,61,59,63,38,47,56,51,52,60,42,24,46,43,42,20,47,50,58,46,48,49,57,49,46,30,50,40,45,36,45,42,44,42,50,47,61,34,20,39,39,31,34,41,65,0,16,22,80,61,53,45,45,53,39,50,49,37,41,58,45,43,41,55,28,56,40,33,38,67,77,58,40,69,48,57,60,54,50,53,47,57,61,38,44,20,48,53,39,47,40,52,42,40,38,46,47,53,42,37,38,87,77,45,62,53,43,48,62,43,51,48,60,38,53,40,47,61,5,56,31,70,56,35,31,52,54,46,61,55,47,52,82,59,44,18,37,36,50,62,51,39,46,21,45,22,18,45,48,46,39,10,2,49,49,46,54,45,44,41,52,52,46,47
2009-07-01,48,30,24,76,38,33,41,54,51,56,46,59,36,35,40,45,45,48,37,64,49,66,52,50,54,54,39,17,67,58,62,39,47,53,50,52,63,42,30,47,47,43,21,48,48,58,44,49,47,57,47,47,31,51,38,48,35,63,100,43,44,50,50,60,35,21,37,39,31,34,41,72,0,10,22,82,63,53,46,49,57,38,53,53,37,45,61,46,46,42,57,29,56,40,47,38,65,79,58,42,71,49,57,58,57,53,52,49,57,60,39,38,23,55,52,33,49,42,54,44,43,40,46,54,54,35,35,37,91,72,44,58,53,42,45,59,46,49,51,58,37,52,41,46,62,5,59,30,44,60,37,31,52,52,48,63,57,49,51,83,64,49,19,40,36,53,64,51,39,50,21,50,24,20,49,49,44,38,12,2,49,54,51,49,48,47,49,54,60,50,50
2009-08-01,50,32,30,70,39,35,39,49,46,52,45,60,38,38,40,45,47,45,36,67,48,65,52,47,52,58,44,30,59,57,65,38,48,52,51,50,63,44,24,47,52,44,20,48,51,61,46,49,43,58,48,46,31,48,38,47,34,45,46,46,43,50,50,58,36,22,37,38,32,32,43,69,0,9,22,87,63,52,46,48,54,39,55,49,36,46,66,46,45,43,56,29,57,39,69,39,66,75,56,42,72,51,56,60,54,58,50,48,59,64,43,40,18,52,53,30,52,45,50,46,46,41,55,52,48,27,29,34,93,73,45,64,52,40,56,59,43,49,50,60,38,47,42,49,61,6,59,30,40,58,34,31,55,55,46,62,50,50,50,81,65,51,19,44,46,49,67,49,38,49,30,47,23,49,42,46,50,41,13,2,45,51,43,53,45,43,56,52,51,46,45
2009-09-01,46,40,36,57,37,36,34,42,34,41,43,55,37,32,39,39,44,42,33,59,46,64,45,44,48,44,44,18,55,53,57,38,48,49,45,46,53,44,22,50,53,45,20,49,52,56,50,45,38,55,46,46,28,49,39,47,35,47,50,50,42,47,50,51,35,19,36,38,31,34,42,70,0,10,22,81,55,49,45,40,53,37,51,47,35,43,61,45,42,44,55,31,56,43,58,37,61,79,54,46,68,47,52,62,53,57,52,49,56,62,38,39,15,46,52,27,47,42,48,40,44,39,46,44,41,21,25,34,90,71,44,57,51,39,59,59,44,52,48,58,38,47,37,46,63,5,63,27,47,47,33,30,49,52,41,55,38,51,47,76,58,46,19,39,37,44,60,48,32,42,49,46,22,60,39,41,55,48,15,2,40,51,35,42,37,36,40,49,41,38,40
2009-10-01,43,29,33,62,40,36,33,34,29,35,42,54,36,32,40,34,45,41,29,57,43,61,41,44,48,46,49,16,52,51,63,37,50,48,46,46,53,45,26,50,51,45,22,51,51,59,48,47,41,57,47,45,29,49,40,49,38,51,56,48,46,50,53,53,35,21,36,39,32,36,42,66,0,10,23,82,53,54,46,38,51,40,54,49,42,46,63,44,43,49,54,33,56,45,46,38,65,80,56,49,69,49,54,63,53,60,52,53,56,61,38,42,14,46,49,24,49,44,50,37,42,41,46,43,37,17,22,36,89,70,45,56,51,38,56,52,45,49,46,59,39,45,38,44,61,5,69,32,46,48,34,30,48,48,40,51,38,61,49,73,60,46,19,41,32,41,52,48,37,41,47,43,20,49,30,36,54,51,18,3,40,47,34,44,36,34,35,47,40,37,38
2009-11-01,48,28,29,55,39,32,30,30,26,29,37,49,35,29,39,30,44,37,30,51,39,58,36,42,47,41,46,19,46,48,57,38,44,48,44,44,47,42,22,41,49,40,19,47,47,60,41,41,36,50,42,46,31,46,37,45,30,43,43,43,41,45,51,51,34,21,40,36,29,32,40,71,0,10,21,78,51,51,41,33,47,36,48,47,37,51,61,44,40,44,50,30,51,39,50,35,61,70,52,48,64,44,49,55,51,54,50,50,49,56,38,41,13,46,46,20,52,43,45,39,42,45,48,51,30,14,20,33,84,70,42,53,47,37,53,52,41,48,50,55,36,43,32,41,57,6,61,23,38,42,29,28,44,41,34,45,35,51,44,68,69,46,19,52,33,39,46,45,47,51,53,46,18,40,27,32,58,46,22,2,37,47,31,36,34,30,39,40,34,36,36
2009-12-01,59,31,27,56,40,31,29,30,24,27,38,48,31,30,38,30,54,37,28,55,38,54,37,42,49,41,57,17,51,50,57,42,49,49,46,51,47,41,20,37,46,38,17,44,47,65,40,37,40,49,45,43,31,44,34,41,29,45,43,41,45,40,45,59,38,21,48,37,30,31,40,80,0,9,22,83,50,50,43,34,47,36,54,58,52,56,61,47,43,40,47,26,47,34,41,34,57,70,52,44,60,38,51,51,53,47,48,50,52,53,44,53,13,52,43,17,55,42,44,41,41,54,48,44,26,14,19,36,88,77,45,54,42,36,49,46,39,43,46,52,36,45,41,51,59,4,60,42,40,45,28,28,40,43,34,45,37,61,48,68,75,55,23,61,42,41,44,47,58,54,48,45,19,32,35,28,63,44,36,2,42,48,32,38,32,31,46,42,36,38,41
2010-01-01,43,41,22,48,44,32,35,28,27,32,38,51,34,29,36,29,55,37,24,55,40,57,41,41,42,45,100,19,52,61,62,38,43,63,44,49,67,40,21,41,48,40,18,48,47,55,40,40,40,51,44,43,27,45,36,42,30,41,39,44,42,45,47,54,33,21,36,36,30,31,40,73,0,12,43,80,55,49,48,48,48,35,65,48,37,45,60,45,43,40,53,26,51,36,35,35,60,70,53,42,64,52,52,54,52,46,49,47,57,54,40,34,14,48,42,18,45,43,46,42,52,43,47,50,26,14,17,34,88,70,43,54,43,36,52,56,41,46,46,52,38,45,39,53,59,5,58,35,40,54,33,35,43,47,41,50,49,48,44,76,60,52,19,38,41,34,45,44,32,40,42,42,21,16,28,32,63,42,38,3,41,44,32,36,44,34,38,45,41,46,44
2010-02-01,44,47,18,52,41,35,33,32,29,37,39,51,33,30,36,31,52,38,25,57,42,58,41,45,44,47,92,17,56,54,67,37,53,57,45,50,60,44,22,41,49,43,20,49,48,53,45,43,36,56,44,44,26,47,40,47,32,43,41,47,41,46,48,51,32,21,35,38,31,34,39,67,0,11,51,80,57,48,45,53,48,35,61,45,40,44,59,42,44,43,54,28,49,39,37,36,64,72,56,46,65,52,54,57,50,49,50,46,56,56,38,41,16,45,43,23,48,41,53,39,47,40,43,45,28,16,19,34,92,66,42,53,41,40,53,55,40,48,45,53,37,48,39,74,57,5,62,43,35,51,33,29,46,47,42,51,47,49,43,75,58,48,20,35,32,36,43,44,30,40,37,42,21,18,28,47,45,40,71,38,43,44,33,39,39,36,36,46,40,43,44
2010-03-01,43,50,19,53,42,37,33,38,32,39,40,59,32,31,35,38,47,40,29,59,42,61,43,45,47,44,94,15,57,55,70,37,43,55,47,51,59,43,22,48,51,44,19,49,46,53,45,43,33,54,46,45,27,49,39,47,34,45,47,46,42,45,47,52,32,18,33,38,30,33,38,65,0,10,42,78,54,50,48,48,51,36,63,46,36,41,57,43,41,44,55,28,53,38,100,36,63,73,53,48,67,51,57,60,51,69,48,51,57,58,38,36,16,45,46,32,45,39,46,39,40,37,44,41,33,20,29,34,89,62,44,51,44,37,52,56,47,48,47,58,38,44,37,46,58,5,58,27,39,52,33,29,49,47,43,52,45,47,45,75,58,46,18,36,31,39,48,44,29,39,46,45,20,25,31,41,47,40,25,5,42,44,35,42,38,36,36,47,43,43,47
2010-04-01,44,29,21,64,45,35,34,42,36,40,40,58,33,31,35,41,44,46,32,56,44,59,43,45,48,46,93,15,58,61,65,36,44,54,47,51,61,44,24,51,50,47,20,50,51,57,44,42,36,57,47,44,25,47,38,54,32,46,46,42,42,44,47,53,31,19,32,38,30,33,39,75,10,12,46,80,57,48,49,46,47,39,60,43,37,42,57,45,43,44,57,27,52,41,44,35,65,74,53,50,67,52,53,61,51,53,52,51,55,61,37,40,15,42,51,47,47,37,47,38,39,37,45,41,44,25,38,32,91,67,43,49,41,36,52,57,44,49,47,55,37,39,37,44,59,5,66,31,48,53,32,29,49,49,42,54,45,48,42,80,58,49,18,36,31,44,60,48,27,41,30,43,19,23,39,42,47,46,13,2,41,45,37,43,38,36,36,47,43,41,45
2010-05-01,40,27,22,54,42,31,28,40,39,41,41,52,31,27,35,38,39,49,31,56,42,58,40,44,45,44,88,26,55,57,64,36,43,49,47,49,61,40,22,47,44,40,19,46,46,54,43,40,41,56,44,45,28,47,36,45,30,43,42,43,41,43,45,51,28,16,30,34,27,30,36,67,0,11,22,73,50,56,37,38,43,35,45,45,36,38,55,45,42,40,51,26,51,38,29,33,57,68,51,44,63,46,47,79,48,45,49,48,50,55,36,43,16,40,49,43,42,37,44,37,40,35,44,40,49,33,36,32,83,66,43,50,38,36,48,55,41,45,46,54,34,40,32,44,58,5,59,34,46,51,30,28,45,45,42,51,45,48,41,75,56,46,19,35,32,42,61,44,28,39,25,46,21,17,35,45,43,43,10,2,41,46,37,47,37,36,37,46,45,40,46
2010-06-01,42,28,21,59,46,30,26,40,43,47,39,55,29,27,35,37,40,47,31,55,41,59,44,46,45,43,95,15,50,57,62,37,41,51,45,47,59,39,20,44,41,41,17,43,45,53,42,44,50,58,48,47,27,46,36,42,30,43,39,44,41,42,43,51,30,17,33,35,29,30,36,65,20,18,22,76,53,50,37,38,47,32,49,44,33,39,52,41,42,36,51,26,52,35,26,32,59,67,49,40,63,44,51,64,48,44,49,45,52,58,35,37,18,43,49,34,43,36,47,37,39,36,44,41,53,40,33,35,84,78,37,55,42,35,42,54,38,44,47,53,38,43,34,44,58,4,76,34,44,54,30,28,46,49,42,51,51,45,40,81,60,48,17,37,33,42,61,44,30,39,21,39,19,20,37,41,48,57,10,5,43,48,41,52,40,40,38,50,51,44,46
2010-07-01,52,31,23,68,43,30,28,47,47,50,44,57,32,30,37,40,41,46,35,62,46,67,46,51,50,48,95,18,64,61,71,41,45,51,52,50,59,37,21,46,42,40,17,44,46,58,42,45,50,56,45,51,30,45,37,43,29,41,41,42,40,43,46,56,31,18,33,35,28,29,39,63,0,11,21,81,58,49,40,42,49,37,48,52,37,45,56,45,50,36,56,26,51,34,25,33,61,66,59,39,66,48,53,63,55,43,55,50,58,67,38,36,19,49,50,29,47,39,49,39,41,37,46,48,54,37,29,31,94,100,47,57,40,35,43,59,39,47,47,57,41,41,36,46,59,4,77,36,36,61,31,27,44,50,43,54,54,46,44,93,59,54,19,42,31,47,72,50,32,47,21,44,23,21,42,45,42,52,11,3,45,56,46,50,44,44,48,56,56,42,50
2010-08-01,46,34,33,64,45,31,33,44,41,47,43,60,35,26,37,43,44,43,35,64,46,66,48,51,49,49,95,38,65,58,73,43,42,54,53,51,59,39,21,47,47,39,17,44,48,58,41,43,42,54,47,52,29,46,35,50,29,44,45,45,42,46,46,58,32,18,34,37,29,31,38,66,0,10,21,81,59,48,41,44,48,33,48,54,35,48,65,46,50,39,57,27,54,37,24,35,65,70,51,43,69,49,56,59,56,47,59,50,57,66,38,35,16,49,57,27,45,38,47,40,43,38,48,45,50,27,26,32,95,95,46,62,41,35,53,56,37,47,47,58,36,42,36,47,60,5,67,30,39,63,32,30,45,49,44,56,48,50,47,93,61,54,21,42,43,44,68,50,32,49,28,49,22,54,40,44,50,46,12,2,43,56,42,54,40,42,56,53,50,41,47
2010-09-01,43,34,38,60,46,34,29,39,32,38,42,56,33,26,35,38,43,38,38,59,45,62,43,45,44,44,92,17,56,54,71,40,46,52,46,47,54,41,20,48,50,42,18,47,50,53,44,44,35,52,46,53,30,45,35,47,31,45,50,49,43,46,47,53,31,17,33,36,29,30,42,67,0,11,21,77,54,48,41,36,47,32,47,50,36,45,68,45,47,43,55,27,52,41,31,33,62,72,56,47,65,49,51,60,53,49,58,53,56,62,40,34,14,42,45,26,43,38,43,36,43,36,45,42,43,20,23,32,90,89,46,58,40,37,57,55,39,49,45,58,36,42,35,46,59,5,76,34,39,52,29,28,43,46,39,49,39,52,46,86,56,52,20,40,34,43,63,49,30,45,48,39,20,65,35,40,58,54,14,2,40,56,36,47,36,37,41,48,42,38,41
2010-10-01,40,28,34,59,45,34,29,32,27,33,38,51,31,25,34,32,42,35,29,54,42,59,38,44,43,41,83,17,52,52,66,39,44,47,48,47,49,42,19,48,46,39,19,47,48,52,43,39,35,51,45,48,27,43,34,57,30,42,45,44,41,42,46,50,28,16,30,36,26,30,37,65,0,10,21,78,53,47,41,34,44,35,45,53,41,46,63,44,48,46,54,28,48,39,30,32,60,68,56,47,62,45,50,55,54,46,54,53,55,62,38,36,13,40,45,22,41,38,42,34,40,35,42,37,38,16,21,29,84,84,44,54,37,35,50,50,41,48,41,53,34,44,36,43,57,7,76,32,39,49,28,25,38,42,35,46,35,62,44,83,53,53,20,40,30,40,55,49,30,41,49,40,24,49,29,42,54,56,15,2,38,49,33,43,31,34,35,45,38,35,41
2010-11-01,46,29,32,55,44,31,35,28,23,26,39,48,30,25,33,30,43,35,27,52,40,58,36,41,42,40,74,17,48,51,66,40,41,47,48,44,48,38,22,41,44,38,19,44,47,56,40,37,36,49,43,53,32,42,34,47,28,40,41,40,40,42,56,48,31,16,38,35,26,27,36,64,0,10,20,74,49,47,38,32,44,32,44,54,42,52,59,46,46,41,51,27,45,36,29,32,57,65,55,45,59,42,51,54,54,43,52,56,52,57,38,39,12,44,44,18,49,39,44,37,41,43,43,41,29,14,18,30,86,83,44,53,38,32,48,47,42,44,44,51,35,46,37,46,53,9,71,30,40,44,26,26,37,39,33,41,33,55,46,79,67,52,21,59,38,38,52,45,41,52,58,47,19,43,24,35,61,49,23,2,37,48,31,38,31,30,40,37,34,34,39
2010-12-01,48,30,32,55,45,29,26,27,22,24,38,48,31,27,35,29,50,34,28,57,41,54,35,41,46,42,63,16,47,51,64,46,46,48,46,51,46,34,20,40,38,36,17,43,48,60,38,35,38,47,42,54,32,40,32,44,25,39,39,38,43,39,41,57,32,17,44,34,26,26,37,66,0,9,22,79,51,45,41,32,43,34,48,62,52,58,56,52,48,41,49,25,42,30,23,30,57,61,55,42,55,40,50,54,55,42,54,52,51,57,40,49,12,48,43,16,55,37,41,37,40,49,42,39,25,13,17,31,88,89,47,56,38,31,43,43,36,41,39,51,36,42,40,55,56,5,71,43,39,44,25,24,34,36,33,42,35,61,48,81,69,62,23,67,44,42,48,47,52,54,44,41,18,35,23,27,73,48,34,2,42,53,33,42,29,30,48,42,38,33,37
2011-01-01,55,49,32,54,40,31,29,33,31,39,45,60,38,36,40,34,63,43,27,68,51,62,44,56,52,53,74,26,67,64,72,48,51,80,59,59,88,44,25,45,50,41,20,51,50,59,44,45,41,58,48,58,34,49,38,53,33,46,42,40,41,49,56,58,37,16,42,38,30,30,41,73,0,15,51,89,68,50,56,57,56,42,53,62,45,61,68,57,65,41,60,32,55,39,34,39,69,76,63,52,78,62,64,60,66,49,57,61,65,71,52,40,18,57,53,21,56,51,53,56,69,50,57,62,30,16,20,36,92,92,52,64,48,39,62,62,45,51,52,64,42,60,46,93,56,5,71,56,40,70,33,31,45,50,38,59,56,61,53,82,76,77,22,52,45,46,54,53,36,53,57,47,23,22,33,37,88,59,41,2,49,51,38,53,50,38,49,47,46,47,47
2011-02-01,54,68,27,59,39,33,28,35,35,39,43,65,37,34,37,37,59,42,29,70,51,61,45,57,57,57,64,18,69,65,72,47,53,71,63,63,72,42,26,47,47,42,21,49,52,59,48,43,39,61,50,58,33,49,41,53,31,44,40,47,41,48,54,57,32,16,35,40,30,32,38,74,0,13,63,89,69,46,50,58,50,41,54,60,50,59,65,56,65,46,57,33,52,41,33,41,73,77,60,52,75,63,65,68,65,49,56,60,65,68,50,48,18,53,49,28,50,47,52,43,57,45,54,54,32,18,23,34,93,89,55,64,49,41,58,57,44,51,47,61,38,58,48,81,54,5,65,52,50,65,36,28,45,53,39,58,51,62,53,85,71,72,23,52,36,43,57,55,34,54,50,52,21,18,31,59,58,53,30,2,46,51,43,51,46,44,44,49,47,45,53
2011-03-01,55,39,26,64,42,35,32,42,38,44,49,69,38,38,43,43,58,43,34,69,53,63,48,61,55,56,56,18,70,64,74,48,48,71,62,65,73,42,28,52,48,41,22,50,55,61,45,45,39,70,50,56,33,50,39,54,33,46,41,43,41,48,57,59,33,16,38,40,30,32,41,83,0,13,46,90,69,50,52,54,56,45,56,62,46,57,61,59,65,47,59,34,55,40,32,42,71,74,60,55,77,65,67,69,68,62,58,67,70,74,51,40,18,52,55,39,50,46,53,46,45,44,55,54,41,24,33,35,93,86,60,64,48,40,58,60,45,51,51,66,38,63,63,48,57,4,66,44,51,68,36,30,48,53,42,61,54,60,52,86,73,74,23,51,37,47,64,63,33,56,65,53,23,25,35,50,59,53,24,2,47,52,42,55,44,42,46,49,49,44,63
2011-04-01,57,36,31,70,39,34,28,48,43,46,50,68,37,40,43,51,57,45,41,66,55,65,51,59,58,59,52,18,70,66,74,51,51,71,65,66,79,44,27,57,49,43,22,51,55,57,49,48,39,64,50,60,38,53,39,56,33,47,41,39,43,49,53,62,31,17,38,40,30,32,40,81,0,12,53,93,73,51,53,49,52,46,60,66,50,61,63,59,66,49,61,34,53,42,30,40,69,74,62,60,79,63,63,68,68,54,60,67,66,73,50,44,18,51,59,50,50,45,58,46,42,45,57,53,53,28,41,35,95,84,58,61,46,41,57,58,52,50,51,60,39,60,47,51,56,5,68,53,43,71,35,30,48,53,43,62,54,65,52,87,79,71,23,55,35,53,78,62,36,58,38,55,22,23,43,53,58,59,15,2,51,53,44,58,41,42,46,48,50,41,51
2011-05-01,52,33,29,64,39,31,27,51,46,46,48,66,37,34,41,49,49,42,42,63,52,63,45,59,54,54,42,18,68,65,72,48,50,65,63,65,75,41,26,54,43,39,19,46,50,61,46,48,48,59,47,62,39,50,37,50,31,43,37,35,40,43,54,58,31,15,40,38,28,30,38,77,0,11,22,85,64,48,40,46,52,42,40,67,45,58,59,54,64,41,58,32,53,39,27,36,67,74,63,51,76,57,63,67,63,47,59,62,63,68,49,51,19,55,62,53,49,42,55,44,45,42,55,51,59,40,43,32,88,81,59,59,44,36,52,62,44,47,57,64,37,66,46,47,55,5,61,50,48,71,34,29,47,54,41,59,52,60,49,89,75,69,23,52,37,54,81,56,33,55,30,64,22,18,42,61,54,54,13,2,47,53,45,57,42,42,48,51,55,43,52
